transaction_id,transactional_date,product_id,customer_id,payments,credit_card,loyalty_card,cost,quantity,price
1190,13-08-2021 08:53,P0638,5,mastercard,5.04838E+15,F,16.92,1,18.19
1191,13-08-2021 09:01,P0323,7,mastercard,5.10876E+15,F,0.34,3,1.29
1192,13-08-2021 09:20,P0382,2,,3.56451E+15,F,14.22,1,15.09
1193,13-08-2021 10:00,P0092,5,visa,4.04159E+15,T,3.11,1,4.29
1194,13-08-2021 10:30,P0289,11,americanexpress,3.74283E+14,F,12.12,1,13.69
1195,13-08-2021 13:06,P0508,7,visa,4.0416E+15,F,7.67,2,8.29
1196,13-08-2021 16:40,P0344,5,americanexpress,3.74288E+14,T,9.86,1,11.29
1197,13-08-2021 17:09,P0336,7,mastercard,5.04837E+15,F,8.17,2,8.89
1198,13-08-2021 20:04,P0173,6,mastercard,5.10875E+15,F,0.93,1,1.59
1199,13-08-2021 21:43,P0287,7,mastercard,5.10875E+15,F,13.95,3,14.89
1200,13-08-2021 21:52,P0379,3,mastercard,5.10876E+15,T,6.12,2,7.49
1201,13-08-2021 21:53,P0546,6,mastercard,5.10875E+15,F,3.2,1,4.39
1202,13-08-2021 21:57,P0134,4,visa,4.0416E+15,T,10.28,3,11.49
1203,13-08-2021 23:07,P0492,6,visa,4.04159E+15,F,16.12,3,17.89
1204,14-08-2021 00:39,P0525,5,visa,4.0416E+12,F,13.86,2,14.89
1205,14-08-2021 00:46,P0460,4,americanexpress,3.74288E+14,F,4.37,3,4.99
1206,14-08-2021 02:05,P0177,6,americanexpress,3.74283E+14,F,7.63,1,8.29
1207,14-08-2021 02:52,P0391,9,visa,4.0416E+15,F,1.6,1,1.79
1208,14-08-2021 02:55,P0237,5,mastercard,5.10876E+15,F,10.43,2,11.49
1209,14-08-2021 05:10,P0092,6,mastercard,5.10875E+15,F,3.11,2,4.29
1210,14-08-2021 05:26,P0585,6,mastercard,5.10876E+15,F,3.81,2,4.79
1211,14-08-2021 06:00,P0322,6,visa,4.04159E+15,F,13.65,4,14.89
1212,14-08-2021 10:58,P0448,8,visa,4.04159E+12,F,7.11,1,8.19
1213,14-08-2021 11:46,P0467,10,americanexpress,3.74283E+14,F,4.66,4,4.99
1214,14-08-2021 12:20,P0492,6,americanexpress,3.74289E+14,F,16.12,1,17.89
1215,14-08-2021 13:09,P0563,6,visa,4.0416E+12,F,9.86,2,11.29
1216,14-08-2021 17:07,P0169,4,visa,4.04159E+15,F,6.79,3,7.99
1217,14-08-2021 20:05,P0574,8,visa,4.04159E+12,F,9.21,1,10.69
1218,14-08-2021 20:53,P0321,8,visa,4.04159E+15,F,17.35,1,18.29
1219,14-08-2021 21:21,P0243,6,americanexpress,3.74283E+14,F,18.18,4,19.89
1220,14-08-2021 21:45,P0285,9,mastercard,5.04837E+15,F,2.73,3,3.79
1221,14-08-2021 22:46,P0070,2,visa,4.0416E+12,T,15.49,2,17.29
1222,14-08-2021 23:12,P0491,4,mastercard,5.04837E+15,F,18,1,19.59
1223,15-08-2021 03:19,P0171,7,mastercard,5.10875E+15,F,5.57,1,6.69
1224,15-08-2021 07:00,P0193,5,visa,4.04159E+12,F,18.76,6,20.69
1225,15-08-2021 08:31,P0302,6,mastercard,5.04838E+15,F,5.98,1,7.29
1226,15-08-2021 11:37,P0498,3,americanexpress,3.74283E+14,F,11.6,5,12.79
1227,15-08-2021 12:48,P0309,5,americanexpress,3.74283E+14,F,18.17,3,19.89
1228,15-08-2021 17:05,P0426,8,americanexpress,3.74284E+14,F,16,2,17.79
1229,15-08-2021 18:05,P0499,6,mastercard,5.04837E+15,T,16.3,1,17.99
1230,15-08-2021 21:13,P0569,5,americanexpress,3.74283E+14,F,6.84,3,8.09
1231,15-08-2021 21:20,P0144,8,visa,4.0416E+15,F,4.51,1,4.99
1232,15-08-2021 21:24,P0647,9,mastercard,5.04838E+15,F,8.91,1,10.29
1233,15-08-2021 21:57,P0240,5,visa,4.0416E+12,T,1.27,2,1.69
1234,15-08-2021 22:42,P0238,5,mastercard,5.10875E+15,F,6,2,7.29
1235,16-08-2021 00:15,P0520,7,mastercard,5.04838E+15,F,18.18,2,19.89
1236,16-08-2021 06:54,P0504,7,mastercard,5.10876E+15,F,3.38,1,4.59
1237,16-08-2021 07:14,P0738,8,visa,4.04159E+15,F,15.42,2,17.19
1238,16-08-2021 07:39,P0735,12,americanexpress,3.74284E+14,F,6.74,1,7.99
1239,16-08-2021 11:26,P0208,5,visa,4.04159E+15,T,4,3,4.89
1240,16-08-2021 13:32,P0746,4,visa,4.0416E+12,F,6.57,1,7.89
1241,16-08-2021 16:40,P0115,7,americanexpress,3.74283E+14,F,5.84,1,7.09
1242,16-08-2021 16:52,P0448,6,,4.04159E+12,F,7.11,1,8.19
1243,16-08-2021 18:47,P0309,7,americanexpress,3.74284E+14,F,18.17,4,19.89
1244,16-08-2021 19:01,P0555,6,visa,4.0416E+12,T,19.13,1,21.09
1245,16-08-2021 20:09,P0186,5,,3.58589E+15,F,11.46,1,12.49
1246,16-08-2021 20:39,P0628,7,americanexpress,3.74283E+14,F,16.23,3,17.99
1247,17-08-2021 01:29,P0525,4,visa,4.0416E+15,F,13.86,1,14.89
1248,17-08-2021 03:33,P0462,5,mastercard,5.10875E+15,F,14.63,6,15.89
1249,17-08-2021 04:36,P0259,7,visa,4.0416E+12,F,5.21,1,5.99
1250,17-08-2021 04:37,P0425,2,mastercard,5.10875E+15,F,10.49,3,11.49
1251,17-08-2021 05:43,P0683,7,americanexpress,3.74283E+14,T,11,1,11.59
1252,17-08-2021 06:20,P0049,6,mastercard,5.10875E+15,F,19.78,2,21.39
1253,17-08-2021 06:22,P0412,7,americanexpress,3.74284E+14,F,16.11,1,17.89
1254,17-08-2021 08:13,P0275,7,mastercard,5.10875E+15,F,9.06,2,10.49
1255,17-08-2021 08:35,P0602,11,americanexpress,3.74288E+14,F,15.81,1,17.59
1256,17-08-2021 09:02,P0066,6,americanexpress,3.74288E+14,F,9.89,1,11.29
1257,17-08-2021 12:28,P0463,8,,3.58946E+15,F,12.96,1,14.59
1258,17-08-2021 22:03,P0637,8,visa,4.0416E+15,T,15.32,4,17.09
1259,17-08-2021 23:19,P0469,6,mastercard,5.04837E+15,F,0.92,1,1.59
1260,18-08-2021 00:56,P0524,2,,4.50818E+15,F,10.66,1,11.59
1261,18-08-2021 05:30,P0124,7,visa,4.04159E+12,F,0.87,2,1.59
1262,18-08-2021 06:01,P0369,4,americanexpress,3.74284E+14,F,8.08,2,8.79
1263,18-08-2021 08:25,P0436,9,americanexpress,3.74284E+14,F,5.89,3,7.19
1264,18-08-2021 10:02,P0610,7,,3.58294E+15,F,5.58,2,6.69
1265,18-08-2021 10:12,P0420,4,americanexpress,3.74284E+14,F,18.06,1,19.69
1266,18-08-2021 11:16,P0368,5,,2.01489E+14,F,9.52,1,10.99
1267,18-08-2021 11:53,P0750,7,americanexpress,3.74288E+14,F,18.5,2,20.39
1268,18-08-2021 12:22,P0602,9,mastercard,5.10875E+15,F,15.81,4,17.59
1269,18-08-2021 16:17,P0312,7,,5.60224E+18,F,17.43,1,18.49
1270,18-08-2021 17:07,P0089,6,visa,4.0416E+12,F,12.63,1,14.29
1271,18-08-2021 18:12,P0271,3,visa,4.04159E+15,F,15.16,1,16.79
1272,18-08-2021 19:39,P0204,6,mastercard,5.04837E+15,F,9.72,1,11.19
1273,18-08-2021 20:02,P0216,10,americanexpress,3.74288E+14,F,13.96,3,14.89
1274,18-08-2021 21:38,P0029,5,americanexpress,3.74288E+14,F,5.05,3,5.69
1275,18-08-2021 22:18,P0713,5,visa,4.0416E+15,F,11.32,5,12.29
1276,19-08-2021 02:28,P0439,6,visa,4.04159E+15,F,18.12,3,19.79
1277,19-08-2021 09:21,P0520,7,americanexpress,3.74288E+14,F,18.18,4,19.89
1278,19-08-2021 14:46,P0520,5,mastercard,5.04838E+15,F,18.18,3,19.89
1279,19-08-2021 22:13,P0435,8,americanexpress,3.74284E+14,F,7.88,1,8.39
1280,19-08-2021 23:07,P0023,6,mastercard,5.10876E+15,F,17.79,4,19.19
1281,19-08-2021 23:27,P0215,7,americanexpress,3.74283E+14,F,0.81,2,1.59
1282,20-08-2021 06:18,P0210,1,americanexpress,3.74288E+14,F,2.78,1,3.89
1283,20-08-2021 06:30,P0200,5,mastercard,5.10875E+15,F,19.29,1,21.19
1284,20-08-2021 11:01,P0151,8,mastercard,5.04838E+15,F,16.15,1,17.89
1285,20-08-2021 13:57,P0229,1,mastercard,5.04838E+15,F,12.15,2,13.69
1286,20-08-2021 16:15,P0014,7,americanexpress,3.74284E+14,F,1.61,5,1.79
1287,20-08-2021 18:59,P0206,8,visa,4.0416E+15,F,0.58,2,1.49
1288,21-08-2021 03:23,P0580,4,visa,4.0416E+12,F,3.39,1,4.59
1289,21-08-2021 04:10,P0511,6,americanexpress,3.74283E+14,T,7.06,2,8.19
1290,21-08-2021 07:36,P0278,5,mastercard,5.10875E+15,F,13.24,2,14.69
1291,21-08-2021 07:38,P0190,6,mastercard,5.10876E+15,F,18.93,3,20.89
1292,21-08-2021 13:25,P0565,9,visa,4.04159E+12,T,16.25,2,17.99
1293,21-08-2021 15:20,P0606,5,visa,4.0416E+15,F,14.31,3,15.19
1294,21-08-2021 18:00,P0258,7,mastercard,5.04838E+15,F,16.65,2,18.09
1295,21-08-2021 18:44,P0347,7,americanexpress,3.74284E+14,F,5.37,1,6.29
1296,21-08-2021 20:32,P0243,7,americanexpress,3.74284E+14,F,18.18,2,19.89
1297,22-08-2021 01:13,P0278,6,americanexpress,3.74283E+14,F,13.24,2,14.69
1298,22-08-2021 02:54,P0312,3,visa,4.0416E+12,F,17.43,2,18.49
1299,22-08-2021 10:10,P0400,8,mastercard,5.10875E+15,F,6.39,1,7.69
1300,22-08-2021 10:50,P0227,6,visa,4.0416E+15,F,7.59,1,8.29
1301,22-08-2021 13:30,P0552,5,mastercard,5.04837E+15,F,11.36,3,12.29
1302,22-08-2021 18:42,P0625,6,mastercard,5.10875E+15,F,5.15,3,5.89
1303,22-08-2021 18:49,P0259,6,mastercard,5.04837E+15,F,5.21,3,5.99
1304,22-08-2021 21:33,P0152,8,visa,4.04159E+15,F,16.33,3,17.99
1305,22-08-2021 23:39,P0513,8,mastercard,5.04838E+15,F,0.97,1,1.59
1306,23-08-2021 01:11,P0264,6,visa,4.04159E+15,T,4.11,3,4.89
1307,23-08-2021 02:25,P0268,7,visa,4.0416E+15,F,11.93,1,13.39
1308,23-08-2021 04:43,P0552,7,americanexpress,3.74288E+14,F,11.36,4,12.29
1309,23-08-2021 05:25,P0026,5,americanexpress,3.74284E+14,F,13.19,2,14.69
1310,23-08-2021 06:48,P0056,7,visa,4.0416E+15,F,5.95,1,7.19
1311,23-08-2021 07:48,P0175,7,visa,4.04159E+12,F,10.26,2,11.49
1312,23-08-2021 11:02,P0170,6,americanexpress,3.74284E+14,F,8.13,5,8.89
1313,23-08-2021 13:14,P0608,8,visa,4.04159E+15,F,11.04,3,11.69
1314,23-08-2021 15:19,P0409,6,visa,4.04159E+12,T,18.03,2,19.69
1315,23-08-2021 22:56,P0398,8,visa,4.0416E+12,F,1.75,2,2.09
1316,23-08-2021 23:51,P0625,5,americanexpress,3.74284E+14,F,5.15,3,5.89
1317,24-08-2021 00:30,P0504,6,americanexpress,3.74288E+14,T,3.38,1,4.59
1318,24-08-2021 04:15,P0712,4,visa,4.04159E+12,F,17.46,1,18.59
1319,24-08-2021 08:13,P0310,8,americanexpress,3.74284E+14,F,14.48,2,15.59
1320,24-08-2021 08:18,P0401,7,visa,4.04159E+15,F,16.69,2,18.09
1321,24-08-2021 08:19,P0533,7,visa,4.04159E+12,F,1.5,4,1.69
1322,24-08-2021 10:13,P0442,6,mastercard,5.04837E+15,F,14.89,2,16.39
1323,24-08-2021 11:59,P0467,3,mastercard,5.10876E+15,F,4.66,2,4.99
1324,24-08-2021 14:54,P0575,8,americanexpress,3.74289E+14,F,2.81,4,3.99
1325,24-08-2021 15:15,P0196,8,americanexpress,3.74288E+14,F,13.84,2,14.89
1326,24-08-2021 19:01,P0512,6,mastercard,5.04837E+15,F,15.55,2,17.39
1327,24-08-2021 19:38,P0502,4,visa,4.04159E+15,F,1.37,1,1.69
1328,24-08-2021 22:55,P0271,4,visa,4.0416E+12,F,15.16,1,16.79
1329,25-08-2021 01:04,P0581,8,visa,4.0416E+12,F,0.51,2,1.49
1330,25-08-2021 02:19,P0281,7,americanexpress,3.74283E+14,F,2.39,1,3.29
1331,25-08-2021 03:27,P0362,6,visa,4.0416E+15,F,3.73,2,4.79
1332,25-08-2021 06:21,P0454,8,mastercard,5.04838E+15,F,5.79,4,6.99
1333,25-08-2021 08:18,P0396,9,visa,4.04159E+15,F,4.18,2,4.89
1334,25-08-2021 12:06,P0029,9,visa,4.0416E+12,F,5.05,1,5.69
1335,25-08-2021 19:11,P0270,6,mastercard,5.04838E+15,F,6.97,3,8.09
1336,25-08-2021 20:33,P0555,6,americanexpress,3.74289E+14,F,19.13,1,21.09
1337,25-08-2021 21:11,P0381,8,visa,4.04159E+12,T,5.05,1,5.69
1338,25-08-2021 22:51,P0452,7,mastercard,5.10875E+15,F,8.33,2,9.29
1339,26-08-2021 04:34,P0681,5,visa,4.0416E+15,F,5.26,1,6.09
1340,26-08-2021 13:51,P0239,5,visa,4.0416E+12,F,0.32,4,1.29
1341,26-08-2021 14:42,P0213,7,americanexpress,3.74284E+14,F,11.19,3,11.99
1342,26-08-2021 14:57,P0190,7,mastercard,5.10875E+15,T,18.93,1,20.89
1343,26-08-2021 16:20,P0405,4,mastercard,5.10875E+15,F,18.2,1,19.99
1344,26-08-2021 17:19,P0606,6,visa,4.04159E+15,F,14.31,1,15.19
1345,26-08-2021 18:11,P0559,5,visa,4.04159E+12,F,6.29,3,7.69
1346,26-08-2021 23:20,P0114,9,mastercard,5.04837E+15,F,7.39,1,8.29
1347,27-08-2021 00:53,P0431,7,,3.74288E+14,F,10.67,1,11.59
1348,27-08-2021 05:10,P0521,7,visa,4.04159E+12,T,16.37,3,17.99
1349,27-08-2021 10:32,P0278,7,visa,4.0416E+15,F,13.24,1,14.69
1350,27-08-2021 13:29,P0545,5,mastercard,5.04838E+15,F,6.62,2,7.89
1351,27-08-2021 16:33,P0202,5,visa,4.0416E+15,T,7.25,1,8.19
1352,27-08-2021 22:52,P0546,10,visa,4.04159E+15,F,3.2,2,4.39
1353,27-08-2021 23:39,P0622,5,visa,4.0416E+12,F,13.87,1,14.89
1354,28-08-2021 04:55,P0256,3,mastercard,5.04837E+15,F,2.08,2,2.69
1355,28-08-2021 08:34,P0174,4,visa,4.0416E+15,T,2.25,3,2.99
1356,28-08-2021 11:48,P0636,6,visa,4.04159E+12,F,5.02,3,5.59
1357,28-08-2021 13:52,P0521,5,mastercard,5.04837E+15,F,16.37,1,17.99
1358,28-08-2021 14:46,P0571,5,visa,4.0416E+12,F,4.35,2,4.99
1359,28-08-2021 16:23,P0524,6,mastercard,5.04838E+15,F,10.66,1,11.59
1360,28-08-2021 16:40,P0253,6,mastercard,5.10875E+15,F,3.09,3,4.29
1361,28-08-2021 21:48,P0397,4,visa,4.04159E+15,F,13.67,1,14.89
1362,29-08-2021 00:10,P0147,3,americanexpress,3.74288E+14,F,18,5,19.59
1363,29-08-2021 00:58,P0111,4,visa,4.04159E+15,T,11.74,1,13.09
1364,29-08-2021 01:18,P0414,6,mastercard,5.10875E+15,F,10.22,5,11.49
1365,29-08-2021 05:46,P0141,7,visa,4.04159E+12,F,14.75,3,16.09
1366,29-08-2021 08:13,P0177,6,visa,4.0416E+12,F,7.63,3,8.29
1367,29-08-2021 10:23,P0555,8,visa,4.04159E+12,T,19.13,1,21.09
1368,29-08-2021 10:35,P0692,8,visa,4.0416E+15,F,11.98,4,13.49
1369,29-08-2021 12:48,P0266,1,visa,4.04159E+12,F,7.49,1,8.29
1370,29-08-2021 15:04,P0023,7,mastercard,5.10875E+15,F,17.79,1,19.19
1371,29-08-2021 16:25,P0652,2,visa,4.04159E+12,F,0.87,2,1.59
1372,29-08-2021 20:30,P0221,9,visa,4.04159E+12,F,0.59,4,1.49
1373,29-08-2021 21:19,P0083,7,americanexpress,3.74289E+14,F,3.42,5,4.59
1374,29-08-2021 22:02,P0240,8,mastercard,5.04838E+15,F,1.27,1,1.69
1375,30-08-2021 02:15,P0649,6,,3.552E+15,F,18.36,2,20.19
1376,30-08-2021 03:04,P0400,5,visa,4.04159E+12,F,6.39,2,7.69
1377,30-08-2021 04:51,P0322,4,visa,4.0416E+12,F,13.65,5,14.89
1378,30-08-2021 07:16,P0331,6,,5.24575E+15,F,15.79,3,17.59
1379,30-08-2021 07:19,P0534,6,americanexpress,3.74289E+14,F,7.63,4,8.29
1380,30-08-2021 07:32,P0416,8,,5.10875E+15,F,9.88,2,11.29
1381,30-08-2021 09:13,P0380,1,mastercard,5.10876E+15,F,10.56,1,11.59
1382,30-08-2021 09:18,P0213,4,visa,4.04159E+15,F,11.19,1,11.99
1383,30-08-2021 11:13,P0127,5,americanexpress,3.74284E+14,T,13.91,1,14.89
1384,30-08-2021 12:37,P0527,8,mastercard,5.04837E+15,T,16.63,1,18.09
1385,30-08-2021 12:45,P0543,9,visa,4.04159E+15,F,17.45,1,18.49
1386,30-08-2021 12:56,P0235,5,americanexpress,3.74283E+14,F,11.99,1,13.49
1387,30-08-2021 19:02,P0614,2,mastercard,5.10875E+15,F,13.52,1,14.79
1388,30-08-2021 22:11,P0354,5,visa,4.04159E+15,F,15.35,2,17.09
1389,30-08-2021 22:58,P0500,4,americanexpress,3.74289E+14,F,7.53,4,8.29
1390,30-08-2021 23:57,P0367,4,visa,4.04159E+12,T,11.63,1,12.89
1391,31-08-2021 10:07,P0662,8,mastercard,5.04837E+15,F,7.58,1,8.29
1392,31-08-2021 10:21,P0000,4,,3.54667E+15,F,19.02,1,20.99
1393,31-08-2021 15:25,P0090,7,americanexpress,3.74283E+14,F,11.11,1,11.79
1394,31-08-2021 16:24,P0418,7,mastercard,5.04837E+15,F,13.24,3,14.69
1395,31-08-2021 17:37,P0318,5,mastercard,5.10875E+15,F,6.76,3,7.99
1396,31-08-2021 19:53,P0327,10,visa,4.0416E+12,T,7.13,3,8.19
1397,31-08-2021 20:56,P0748,5,visa,4.0416E+15,F,10.22,1,11.49
1398,31-08-2021 22:11,P0519,3,americanexpress,3.74288E+14,F,12.45,1,14.09
1399,31-08-2021 23:07,P0318,6,visa,4.04159E+15,F,6.76,1,7.99
1400,01-09-2021 02:27,P0260,8,mastercard,5.04837E+15,F,15.96,1,17.79
1401,01-09-2021 02:32,P0401,8,visa,4.04159E+15,F,16.69,6,18.09
1402,01-09-2021 03:36,P0461,3,visa,4.0416E+15,F,15.83,2,17.69
1403,01-09-2021 04:24,P0596,6,mastercard,5.04838E+15,F,12.28,1,13.89
1404,01-09-2021 04:52,P0102,8,mastercard,5.04838E+15,F,16.26,1,17.99
1405,01-09-2021 07:14,P0345,6,americanexpress,3.74288E+14,F,7.18,1,8.19
1406,01-09-2021 07:40,P0354,4,visa,4.0416E+15,F,15.35,2,17.09
1407,01-09-2021 09:24,P0344,5,americanexpress,3.74284E+14,F,9.86,1,11.29
1408,01-09-2021 09:46,P0292,8,mastercard,5.04837E+15,F,10.49,3,11.49
1409,01-09-2021 10:50,P0575,4,americanexpress,3.74284E+14,F,2.81,1,3.99
1410,01-09-2021 17:25,P0326,7,americanexpress,3.74284E+14,F,12.66,3,14.29
1411,01-09-2021 17:44,P0400,11,americanexpress,3.74283E+14,F,6.39,1,7.69
1412,01-09-2021 18:25,P0667,6,visa,4.04159E+15,F,12.7,3,14.39
1413,01-09-2021 19:28,P0463,5,mastercard,5.04838E+15,F,12.96,2,14.59
1414,01-09-2021 19:44,P0137,6,americanexpress,3.74288E+14,F,1.91,4,2.39
1415,01-09-2021 22:08,P0218,5,mastercard,5.10876E+15,F,8.4,2,9.39
1416,02-09-2021 01:52,P0463,7,visa,4.04159E+12,F,12.96,1,14.59
1417,02-09-2021 04:13,P0507,5,visa,4.04159E+12,F,8.17,1,8.89
1418,02-09-2021 04:24,P0393,7,americanexpress,3.74283E+14,F,10.94,3,11.59
1419,02-09-2021 07:13,P0210,7,americanexpress,3.74284E+14,F,2.78,1,3.89
1420,02-09-2021 09:08,P0162,3,americanexpress,3.74288E+14,T,18.21,1,19.99
1421,02-09-2021 10:51,P0254,5,visa,4.0416E+12,F,11.44,3,12.49
1422,02-09-2021 14:37,P0005,9,visa,4.0416E+15,F,6.38,2,7.69
1423,02-09-2021 17:01,P0547,8,visa,4.04159E+12,T,20,1,21.49
1424,02-09-2021 17:37,P0406,5,americanexpress,3.74284E+14,F,7.19,1,8.19
1425,02-09-2021 17:42,P0389,9,americanexpress,3.74284E+14,F,5.95,1,7.19
1426,02-09-2021 18:39,P0495,8,visa,4.04159E+15,F,4.23,1,4.99
1427,02-09-2021 19:41,P0483,7,visa,4.0416E+12,F,17.52,3,18.69
1428,02-09-2021 20:01,P0495,5,mastercard,5.10876E+15,F,4.23,1,4.99
1429,02-09-2021 21:06,P0371,9,americanexpress,3.74283E+14,T,5.38,3,6.29
1430,02-09-2021 21:51,P0512,5,visa,4.0416E+15,T,15.55,1,17.39
1431,03-09-2021 00:30,P0498,9,mastercard,5.10875E+15,T,11.6,1,12.79
1432,03-09-2021 01:05,P0474,4,mastercard,5.10875E+15,F,15.66,1,17.49
1433,03-09-2021 04:07,P0247,6,mastercard,5.04838E+15,F,13.58,3,14.79
1434,03-09-2021 11:07,P0486,5,americanexpress,3.74283E+14,F,6.52,3,7.89
1435,03-09-2021 15:13,P0452,5,americanexpress,3.74284E+14,F,8.33,3,9.29
1436,03-09-2021 16:38,P0541,7,visa,4.04159E+15,T,2.8,4,3.89
1437,03-09-2021 20:14,P0468,6,mastercard,5.04838E+15,T,13.48,4,14.79
1438,03-09-2021 20:24,P0438,7,americanexpress,3.74289E+14,F,5.21,3,5.99
1439,03-09-2021 21:22,P0398,7,americanexpress,3.74283E+14,T,1.75,4,2.09
1440,04-09-2021 03:52,P0471,7,americanexpress,3.74284E+14,F,14.12,2,14.89
1441,04-09-2021 04:01,P0710,2,americanexpress,3.74288E+14,F,4.36,2,4.99
1442,04-09-2021 04:03,P0716,7,mastercard,5.04837E+15,F,13.32,1,14.79
1443,04-09-2021 05:29,P0629,7,americanexpress,3.74288E+14,F,6.4,2,7.79
1444,04-09-2021 10:41,P0266,10,visa,4.04159E+15,T,7.49,2,8.29
1445,04-09-2021 11:21,P0484,6,americanexpress,3.74289E+14,F,10.9,2,11.59
1446,04-09-2021 11:36,P0293,5,mastercard,5.10876E+15,F,18.19,4,19.89
1447,04-09-2021 12:18,P0363,6,mastercard,5.04838E+15,F,14.85,1,16.29
1448,04-09-2021 14:03,P0176,5,mastercard,5.04837E+15,F,14.46,2,15.59
1449,04-09-2021 14:04,P0617,5,mastercard,5.10875E+15,F,0.35,1,1.39
1450,04-09-2021 17:07,P0361,6,mastercard,5.10876E+15,F,8.85,4,10.19
1451,04-09-2021 17:12,P0433,4,americanexpress,3.74288E+14,F,9.33,2,10.79
1452,04-09-2021 18:27,P0293,5,mastercard,5.04837E+15,F,18.19,1,19.89
1453,04-09-2021 19:44,P0164,6,americanexpress,3.74283E+14,F,18.98,3,20.99
1454,04-09-2021 23:31,P0532,6,visa,4.0416E+12,F,8.96,4,10.29
1455,04-09-2021 23:34,P0231,10,visa,4.0416E+15,T,6.94,2,8.09
1456,05-09-2021 01:29,P0321,10,americanexpress,3.74284E+14,F,17.35,2,18.29
1457,05-09-2021 01:31,P0317,9,mastercard,5.10876E+15,F,16.83,2,18.19
1458,05-09-2021 07:22,P0546,7,mastercard,5.10875E+15,F,3.2,1,4.39
1459,05-09-2021 09:32,P0596,5,americanexpress,3.74284E+14,F,12.28,1,13.89
1460,05-09-2021 12:32,P0283,6,mastercard,5.04837E+15,T,1.68,2,1.89
1461,05-09-2021 12:41,P0337,10,mastercard,5.10875E+15,F,19.24,1,21.19
1462,05-09-2021 14:52,P0332,6,mastercard,5.04837E+15,F,16.62,1,18.09
1463,05-09-2021 16:31,P0692,6,americanexpress,3.74289E+14,F,11.98,1,13.49
1464,05-09-2021 18:18,P0744,7,mastercard,5.10875E+15,F,7.42,1,8.29
1465,05-09-2021 22:55,P0642,7,americanexpress,3.74284E+14,F,5.45,4,6.39
1466,05-09-2021 23:15,P0108,0,,5.56456E+15,F,16.62,2,18.09
1467,05-09-2021 23:49,P0336,9,visa,4.04159E+15,F,8.17,4,8.89
1468,06-09-2021 01:06,P0524,3,visa,4.0416E+12,F,10.66,6,11.59
1469,06-09-2021 06:10,P0362,6,visa,4.04159E+15,T,3.73,4,4.79
1470,06-09-2021 07:05,P0519,7,mastercard,5.04837E+15,F,12.45,1,14.09
1471,06-09-2021 08:24,P0708,4,mastercard,5.04838E+15,F,17.79,4,19.19
1472,06-09-2021 10:21,P0578,2,americanexpress,3.74288E+14,T,19.78,2,21.39
1473,06-09-2021 12:50,P0512,7,visa,4.04159E+15,T,15.55,1,17.39
1474,07-09-2021 02:44,P0362,4,mastercard,5.10876E+15,F,3.73,1,4.79
1475,07-09-2021 03:38,P0232,5,americanexpress,3.74289E+14,F,1.66,6,1.89
1476,07-09-2021 05:04,P0094,3,americanexpress,3.74284E+14,F,13.35,5,14.79
1477,07-09-2021 07:38,P0219,3,mastercard,5.10876E+15,F,13.98,1,14.89
1478,07-09-2021 07:55,P0459,7,mastercard,5.04837E+15,T,8.82,2,10.09
1479,07-09-2021 09:00,P0333,6,mastercard,5.10876E+15,F,16.61,1,18.09
1480,07-09-2021 14:58,P0595,8,mastercard,5.10875E+15,F,17.58,2,18.79
1481,07-09-2021 15:06,P0075,4,visa,4.0416E+12,F,3.87,4,4.89
1482,07-09-2021 16:16,P0571,4,visa,4.04159E+12,F,4.35,1,4.99
1483,07-09-2021 18:51,P0395,7,americanexpress,3.74284E+14,F,2.55,6,3.59
1484,07-09-2021 23:42,P0529,5,americanexpress,3.74289E+14,F,17.59,2,18.79
1485,08-09-2021 03:46,P0559,6,,5.60224E+15,T,6.29,4,7.69
1486,08-09-2021 04:01,P0048,5,visa,4.04159E+15,T,17.85,2,19.29
1487,08-09-2021 08:01,P0528,7,americanexpress,3.74289E+14,F,0.62,1,1.49
1488,08-09-2021 08:23,P0250,5,mastercard,5.10875E+15,T,16.08,1,17.89
1489,08-09-2021 08:39,P0283,6,mastercard,5.04837E+15,F,1.68,2,1.89
1490,08-09-2021 09:28,P0105,7,visa,4.04159E+12,F,15.47,1,17.29
1491,08-09-2021 09:55,P0328,3,americanexpress,3.74289E+14,F,3.18,1,4.39
1492,08-09-2021 11:01,P0668,6,mastercard,5.10875E+15,F,0.46,1,1.39
1493,08-09-2021 14:35,P0183,5,americanexpress,3.74283E+14,F,4.77,2,5.09
1494,08-09-2021 16:23,P0321,4,mastercard,5.10876E+15,F,17.35,3,18.29
1495,08-09-2021 18:37,P0531,5,mastercard,5.10876E+15,F,3.2,1,4.39
1496,08-09-2021 20:14,P0113,7,visa,4.0416E+12,F,15.49,1,17.29
1497,08-09-2021 22:19,P0267,4,americanexpress,3.74288E+14,F,13.36,1,14.79
1498,09-09-2021 01:13,P0068,7,americanexpress,3.74288E+14,F,7.46,1,8.29
1499,09-09-2021 01:20,P0549,7,visa,4.0416E+15,T,16.85,4,18.19
1500,09-09-2021 01:47,P0642,7,visa,4.04159E+12,F,5.45,2,6.39
1501,09-09-2021 05:32,P0101,10,,3.58099E+15,F,16.11,1,17.89
1502,09-09-2021 06:13,P0381,9,visa,4.0416E+15,F,5.05,1,5.69
1503,09-09-2021 06:23,P0206,5,visa,4.0416E+12,F,0.58,1,1.49
